DataID,RefID,Reviewer,Focal: Salt/Ion type (if known) OR Conductivity,Measurement,Units for salt concentration_original,SaltUnits,Minimum concentration_original,Maximum concentration_original,Rate of change in salt (if applicaple),Temperature (C),TempSingleValue/Min,TempMax,TempPlusMinus,MeasurementNotes,TempNotes
1471,380,Rich,salinity,Salinity,mg/L,mg/L,20,8100,sudden,NA,NA,NA,NA,NA,NA
1472,380,Rich,salinity,Salinity,mg/L,mg/L,20,8100,sudden,NA,NA,NA,NA,NA,NA
1473,380,Rich,salinity,Salinity,mg/L,mg/L,20,8100,sudden,NA,NA,NA,NA,NA,NA
1474,380,Rich,salinity,Salinity,mg/L,mg/L,20,8100,sudden,NA,NA,NA,NA,NA,NA
1475,380,Rich,salinity,Salinity,mg/L,mg/L,20,8100,sudden,NA,NA,NA,NA,NA,NA
1476,432,Rich,chloride,Cl-,mg/L,mg/L,0,8,sudden,23,23,NA,NA,NA,NA
1477,432,Rich,chloride,Cl-,mg/L,mg/L,0,8,sudden,23,23,NA,NA,NA,NA
1478,432,Rich,chloride,Cl-,mg/L,mg/L,0,8,sudden,23,23,NA,NA,NA,NA
1479,432,Rich,chloride,Cl-,mg/L,mg/L,0,8,sudden,23,23,NA,NA,NA,NA
1480,432,Rich,chloride,Cl-,mg/L,mg/L,0,16,sudden,23,23,NA,NA,NA,NA
1481,432,Rich,chloride,Cl-,mg/L,mg/L,0,16,sudden,23,23,NA,NA,NA,NA
1482,572,Rich,Mg,Mg3+,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1483,572,Rich,MgSO4,MgSO4,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1484,572,Rich,Mg,Mg3+,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1485,572,Rich,MgCl2,MgCl2,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1486,572,Rich,Na2SO4,Na2SO4,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1487,572,Rich,MgSO4,MgSO4,mg/L,mg/L,3.2,99,NA,30,30,NA,NA,NA,NA
1488,572,Rich,Mg,Mg3+,mg/L,mg/L,3.2,99,NA,30,30,NA,NA,NA,NA
1489,572,Rich,MgCl2,MgCl2,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1490,572,Rich,Mg,Mg3+,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1491,572,Rich,Na2SO4,Na2SO4,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1492,572,Rich,SO4,SO4 2-,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1493,572,Rich,Mg,Mg3+,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1494,572,Rich,Mg,Mg3+,mg/L,mg/L,0.6,108,NA,27,27,NA,NA,NA,NA
1495,572,Rich,MgSO4,MgSO4,mg/L,mg/L,10,2390,NA,27,27,NA,NA,NA,NA
1496,572,Rich,Mg,Mg3+,mg/L,mg/L,10,2390,NA,27,27,NA,NA,NA,NA
1497,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1498,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1499,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1500,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1501,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1502,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1503,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1504,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1505,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1506,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1507,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1508,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1509,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1510,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1511,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1512,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1513,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1514,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1515,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1516,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1517,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1518,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1519,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1520,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1521,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1522,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1523,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1524,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1525,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1526,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1527,244,Rich,total suspended solids,total suspended solids,mg/L,mg/L,322.4,466,NA,12.72,12.72,NA,NA,NA,NA
1528,5,Jo/Rich,NaHCO3,NaHCO3,mg/l,mg/L,175,3000,NA,24-27 C,24,27 ,NA,NA,NA
1529,5,Jo/Rich,NaHCO3,NaHCO3,mg/l,mg/L,175,3000,NA,24-27 C,24,27 ,NA,NA,NA
1530,5,Jo/Rich,NaHCO3,NaHCO3,mg/l,mg/L,194,3000,NA,24-27 C,24,27 ,NA,NA,NA
1531,100,Rich,sodium bicarbonate,NaHCO3,mg/L,mg/L,175,1500,NA,25,25,NA,NA,NA,NA
1532,100,Rich,sodium bicarbonate,NaHCO3,mg/L,mg/L,175,1500,NA,25,25,NA,NA,NA,NA
1533,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1534,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1535,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1536,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1537,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1538,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1539,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1540,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1541,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1542,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1543,224,Rich,chloride,Cl-,mg/L,mg/L,8.12,8.85,NA,17.4 - 17.55,17.4 , 17.55,NA,NA,NA
1544,330,Paul,total ions,total ions,mg/l,mg/L,35,451,NA,NA,NA,NA,NA,NA,NA
1545,330,Paul,total ions,total ions,mg/l,mg/L,35,451,NA,NA,NA,NA,NA,NA,NA
1546,333,Carl,potassium,K+,mg/L,mg/L,220,"10,000",NA,25,25,NA,NA,NA,NA
1547,333,Carl,magnesium,Mg3+,mg/L,mg/L,220,"10,000",NA,25,25,NA,NA,NA,NA
1548,333,Carl,chloride,Cl-,mg/L,mg/L,220,"10,000",NA,25,25,NA,NA,NA,NA
1549,333,Carl,sulfate,SO4 2-,mg/L,mg/L,220,"10,000",NA,25,25,NA,NA,NA,NA
1550,333,Carl,Bicarbonate,Bicarbonate,mg/L,mg/L,220,"10,000",NA,25,25,NA,NA,NA,NA
1551,333,Carl,potassium,K+,mg/L,mg/L,220,"10,000",NA,25,25,NA,NA,NA,NA
1552,333,Carl,magnesium,Mg3+,mg/L,mg/L,220,"10,000",NA,25,25,NA,NA,NA,NA
1553,333,Carl,chloride,Cl-,mg/L,mg/L,220,"10,000",NA,25,25,NA,NA,NA,NA
1554,333,Carl,sulfate,SO4 2-,mg/L,mg/L,220,"10,000",NA,25,25,NA,NA,NA,NA
1555,333,Carl,Bicarbonate,Bicarbonate,mg/L,mg/L,220,"10,000",NA,25,25,NA,NA,NA,NA
1556,333,Carl,NaCl,NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1557,333,Carl,Na2SO4,Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1558,333,Carl,NaHCO3,NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1559,333,Carl,KCl,KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1560,333,Carl,K2SO4,K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1561,333,Carl,KHCO3,KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1562,333,Carl,CaCl2,CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1563,333,Carl,CaSO4,CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1564,333,Carl,MgCl2,MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1565,333,Carl,MgSO4,MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1566,333,Carl,NaCl-Na2SO4,NaCl-Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1567,333,Carl,NaCl-NaHCO3,NaCl-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1568,333,Carl,Na2SO4-NaHCO3,Na2SO4-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1569,333,Carl,KCl-K2SO4,KCl-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1570,333,Carl,KCl-KHCO53,KCl-KHCO53,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1571,333,Carl,K2SO4-KHCO3,K2SO4-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1572,333,Carl,CaCl2-CaSO4,CaCl2-CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1573,333,Carl,MgCl2-MgSO4,MgCl2-MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1574,333,Carl,NaCl-KCl,NaCl-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1575,333,Carl,NaCl-CaCl2,NaCl-CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1576,333,Carl,NaCl-MgCl2,NaCl-MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1577,333,Carl,KCl-CaCl2,KCl-CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1578,333,Carl,KCl-MgCl2,KCl-MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1579,333,Carl,CaCl2-MgCl2,CaCl2-MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1580,333,Carl,Na2SO4-K2SO4,Na2SO4-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1581,333,Carl,Na2SO4-MgSO4,Na2SO4-MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1582,333,Carl,K2SO4-CaSO4,K2SO4-CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1583,333,Carl,K2SO4-MgSO4,K2SO4-MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1584,333,Carl,CaSO4-MgSO4,CaSO4-MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1585,333,Carl,NaHCO3-KHCO3,NaHCO3-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1586,333,Carl,CaCl2,CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1587,333,Carl,CaCl2-K2SO4,CaCl2-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1588,333,Carl,CaCl2-KCl,CaCl2-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1589,333,Carl,CaCl2-KHCO3,CaCl2-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1590,333,Carl,CaCl2-NA2SO4,CaCl2-NA2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1591,333,Carl,CaCl2-NaCl,CaCl2-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1592,333,Carl,CaCl2-NaHCO3,CaCl2-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1593,333,Carl,CaSO4,CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1594,333,Carl,CaSO4-CaCL2,CaSO4-CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1595,333,Carl,CaSO4-K2SO4,CaSO4-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1596,333,Carl,CaSO4-KCl,CaSO4-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1597,333,Carl,CaSO4-KHCO3,CaSO4-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1598,333,Carl,CaSO4-NA2SO4,CaSO4-Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1599,333,Carl,CaSO4-NaCl,CaSO4-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1600,333,Carl,CaSO4-NaHCO3,CaSO4-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1601,333,Carl,K2SO4,K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1602,333,Carl,K2SO4-KCl,K2SO4-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1603,333,Carl,K2SO4-NA2SO4,K2SO4-Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1604,333,Carl,K2SO4-NaCl,K2SO4-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1605,333,Carl,K2SO4-NaHCO3,K2SO4-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1606,333,Carl,KCl,KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1607,333,Carl,KCl-NA2SO4,KCl-NA2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1608,333,Carl,KCl-NaCl,KCl-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1609,333,Carl,KCl-NaHCO3,KCl-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1610,333,Carl,KHCO3,KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1611,333,Carl,KHCO3-K2SO4,KHCO3-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1612,333,Carl,KHCO3-KCl,KHCO3-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1613,333,Carl,KHCO3-NA2SO4,KHCO3-NA2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1614,333,Carl,KHCO3-NaCl,KHCO3-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1615,333,Carl,KHCO3-NaHCO3,KHCO3-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1616,333,Carl,MgCl2,MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1617,333,Carl,MgCl2-CaCL2,MgCl2-CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1618,333,Carl,MgCl2-CaSO4,MgCl2-CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1619,333,Carl,MgCl2-K2SO4,MgCl2-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1620,333,Carl,MgCl2-KCl,MgCl2-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1621,333,Carl,MgCl2-KHCO3,MgCl2-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1622,333,Carl,MgCl2-NA2SO4,MgCl2-NA2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1623,333,Carl,MgCl2-NaCl,MgCl2-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1624,333,Carl,MgCl2-NaHCO3,MgCl2-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1625,333,Carl,MgSO4,MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1626,333,Carl,MgSO4-CaCL2,MgSO4-CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1627,333,Carl,MgSO4-CaSO4,MgSO4-CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1628,333,Carl,MgSO4-K2SO4,MgSO4-K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1629,333,Carl,MgSO4-KCl,MgSO4-KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1630,333,Carl,MgSO4-KHCO3,MgSO4-KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1631,333,Carl,MgSO4-MgCL2,MgSO4-MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1632,333,Carl,MgSO4-NA2SO4,MgSO4-Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1633,333,Carl,MgSO4-NaCl,MgSO4-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1634,333,Carl,MgSO4-NaHCO3,MgSO4-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1635,333,Carl,Na2SO4,Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1636,333,Carl,Na2SO4-NaCl,Na2SO4-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1637,333,Carl,NaCl,NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1638,333,Carl,NaHCO3,NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1639,333,Carl,NaHCO3-NA2SO4,NaHCO3-NA2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1640,333,Carl,NaHCO3-NaCl,NaHCO3-NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,25,25,NA,NA,NA,NA
1641,333,Carl,NaCl,NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1642,333,Carl,Na2SO4,Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1643,333,Carl,NaHCO3,NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1644,333,Carl,KCl,KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1645,333,Carl,K2SO4,K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1646,333,Carl,KHCO3,KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1647,333,Carl,CaCl2,CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1648,333,Carl,CaSO4,CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1649,333,Carl,MgCl2,MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1650,333,Carl,MgSO4,MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1651,333,Carl,NaCl-Na2SO4,NaCl-Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1652,333,Carl,NaCl-NaHCO3,NaCl-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
1653,333,Carl,Na2SO4-NaHCO3,Na2SO4-NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000",NA,20,20,NA,NA,NA,NA
